url,title,sources,content_type,fetch_method,folder,has_content,content_indicator,url_type
http://espn.go.com/blog/ombudsman/post/_/id/639,ESPN's merged news structure focuses on quality and speed,csv,from_csv,csv_export,Unread,False,0,web
http://espn.go.com/blog/truehoop/post/_/id/64299/exporting-the-n-word,Exporting the N-word,csv,from_csv,csv_export,Archive,False,0,web
http://espn.go.com/chicago/nfl/story/_/id/7038378/flaws-all-walter-payton-sweetness,"Flaws and all, Walter Payton is still Sweetness - ESPN Chicago",csv,from_csv,csv_export,Archive,False,0,web
http://espn.go.com/espn/feature/story/_/id/15278522/how-tiger-woods-life-unraveled-years-father-earl-woods-death,The Secret History of Tiger Woods,csv,from_csv,csv_export,Unread,False,0,web
http://espn.go.com/espn/print?id=16597961,ESPN.com - The man who just can't win: Sam Hinkie (finally) speaks,csv,from_csv,csv_export,Archive,False,0,web
http://espn.go.com/mlb/story/_/id/15159499,Adam LaRoche goes deep on his decision to walk,csv,from_csv,csv_export,Unread,False,0,web
http://feedproxy.google.com/~r/AtlanticBusinessChannel/~3/fmS-_49M2xU/,The Stock-Buyback Swindle,csv,from_csv,csv_export,Unread,False,0,web
http://feedproxy.google.com/~r/AtlanticBusinessChannel/~3/l-X09QX_m38/,The Future of Retail Is Stores That Aren’t Stores,csv,from_csv,csv_export,Unread,False,0,web
http://feedproxy.google.com/~r/AtlanticBusinessChannel/~3/vogBOkAZW-Q/,,csv,from_csv,csv_export,Unread,False,0,web
http://feedproxy.google.com/~r/AtlanticBusinessChannel/~3/wW03ylPFKwc/,The 4 Reasons Why 2017 Is a Tipping Point for Retail,csv,from_csv,csv_export,Unread,False,0,web
http://feedproxy.google.com/~r/thetechnium/~3/AwsRpqMj3PY/the_satsisfacti.php,The Satsisfaction Paradox,csv,from_csv,csv_export,Archive,False,0,web
http://feeds.gawker.com/~r/deadspin/full/~3/BzzaYfPUDns/cbs-almost-paid-espn-to-take-the-ncaa-tourney-off-their-hands,CBS Almost Paid ESPN To Take The NCAA Tourney Off Their Hands [NCAA Tournament],csv,from_csv,csv_export,Archive,False,0,web
http://feeds.nytimes.com/click.phdo?i=aa8a08e247adcc5cc14fdcc531db59d0,Well: Do Protein Sports Drinks Work?,csv,from_csv,csv_export,Archive,False,0,web
http://feeds.theonion.com/~r/theonion/daily/~3/Up8gfoTtvsw/,Report: Global Warming Issue From 2 Or 3 Years Ago May Still Be Problem,csv,from_csv,csv_export,Starred,False,0,web
http://filmmakermagazine.com/86888-happy-christmas-director-joe-swanberg-on-the-financial-life-of-the-independent-filmmaker/,Happy Christmas Director Joe Swanberg on the Financial Life of the Independent Filmmaker | Filmmaker Magazine,csv,from_csv,csv_export,Archive,False,0,web
http://fivethirtyeight.com/datalab/new-york-is-85-better-than-la-according-to-aggregate-personal-income-in-the-metropolitan-statistical-areas/,New York Is 85% Better Than LA (According to Aggregate Personal Income in the Metropolitan Statistical Areas),csv,from_csv,csv_export,Archive,False,65,web
http://fivethirtyeight.com/features/a-state-by-state-roadmap-for-the-rest-of-the-republican-primary/,A State-By-State Roadmap For The Rest Of The Republican Primary,csv,from_csv,csv_export,Unread,False,0,web
http://fivethirtyeight.com/features/can-the-mets-repeat-in-the-nl-east/,Can The Mets Repeat In The NL East?,csv,from_csv,csv_export,Unread,False,0,web
http://fivethirtyeight.com/features/failure-is-moving-science-forward/,Failure Is Moving Science Forward,csv,from_csv,csv_export,Unread,False,0,web
http://fivethirtyeight.com/features/its-trumps-nomination-to-lose/,It’s Trump’s Nomination To Lose*,csv,from_csv,csv_export,Unread,False,0,web
http://fivethirtyeight.com/features/joe-bidens-potential-2016-presidential-campaign/,Joe Biden’s Schrödinger’s Cat Campaign,csv,from_csv,csv_export,Archive,False,0,web
http://fivethirtyeight.com/features/nfl-coaches-are-getting-away-with-crimes-against-middle-school-math/,NFL Coaches Are Getting Away With Crimes Against Middle-School Math,csv,from_csv,csv_export,Archive,False,0,web
http://fivethirtyeight.com/features/pray-your-favorite-actor-doesnt-become-james-bond/,Pray Your Favorite Actor Doesn’t Become James Bond,csv,from_csv,csv_export,Unread,False,0,web
http://fivethirtyeight.com/features/the-end-of-a-republican-party/,The End Of A Republican Party,csv,from_csv,csv_export,Unread,False,0,web
http://fivethirtyeight.com/features/the-gops-wacky-delegate-rules-are-helping-trump/,The GOP’s Wacky Delegate Rules Are Helping Trump,csv,from_csv,csv_export,Unread,False,0,web
http://fivethirtyeight.com/features/the-search-for-americas-best-burrito-starts-in-california/,The Search For America's Best Burrito Starts in California,csv,from_csv,csv_export,Archive,False,66,web
http://fivethirtyeight.com/features/universal-basic-income/,What Would Happen If We Just Gave People Money?,csv,from_csv,csv_export,Unread,False,0,web
http://fivethirtyeight.com/features/which-republican-senators-are-most-likely-to-fight-trump/,Which Republican Senators Are Most Likely To Fight Trump?,csv,from_csv,csv_export,Archive,False,0,web
http://fivethirtyeight.com/features/why-donald-trump/,Why Donald Trump?,csv,from_csv,csv_export,Unread,False,0,web
http://fivethirtyeight.com/features/why-the-bulls-beat-the-best-teams-and-then-lose-to-the-worst-ones/,Why The Bulls Beat The Best Teams And Then Lose To The Worst Ones,csv,from_csv,csv_export,Archive,False,0,web
http://flowingdata.com/2014/07/07/19-maps-that-will-blow-your-mind/,19 Maps That Will Blow Your Mind and Change the Way You See the World. Top All-time. You Won’t Believe Your Eyes. Watch. FlowingData,csv,from_csv,csv_export,Feedly,False,91,web
http://food52.com/blog/12209-the-five-mother-sauces-every-cook-should-know,The Five Mother Sauces Every Cook Should Know,csv,from_csv,csv_export,Unread,False,0,web
http://food52.com/recipes/31989-torrisi-s-turkey,Torrisi's Turkey Recipe on Food52,csv,from_csv,csv_export,Archive,False,0,web
http://fortune.com/2015/10/25/best-buy-turnaround/,Meet The Women Who Saved Best Buy: The Exclusive Story,csv,from_csv,csv_export,Archive,False,0,web
http://fortune.com/disrupted-excerpt-hubspot-startup-dan-lyons/,My Year in Startup Hell,csv,from_csv,csv_export,Archive,False,0,web
http://fortune.com/todd-newman-diamondback-insider-trading/,The Hedge Fund Trader Who Beat the Feds,csv,from_csv,csv_export,Unread,False,0,web
http://freakonomics.blogs.nytimes.com/2011/01/21/the-economics-of-tiger-parenting/?pagemode=print,The Economics of Tiger Parenting - NYTimes.com,csv,from_csv,csv_export,Archive,False,0,web
http://freakonomics.com/podcast/grit/,How to Get More Grit in Your Life - Freakonomics,csv,from_csv,csv_export,Archive,False,0,web
http://gawker.com/how-things-work-1785604699,How Things Work,csv,from_csv,csv_export,Unread,False,0,web
http://gawker.com/i-have-no-idea-what-this-startup-does-and-nobody-will-t-1771036238,I Have No Idea What This Startup Does and Nobody Will Tell Me,csv,from_csv,csv_export,Archive,False,0,web
http://genius.com/Sam-hinkie-philadelphia-76ers-resignation-letter-annotated,"Sam Hinkie (Ft. Abraham Lincoln, Amos Tversky, Jeff Bezos, Jeff Van Gundy, Max Planck, Tim Urban & Warren Buffett) – Philadelphia 76ers Resignation Letter",csv,from_csv,csv_export,Archive,False,0,web
http://gizmodo.com/5510655/understanding-the-ipads-software,Understanding the iPad's Software - Ipad software - Gizmodo,csv,from_csv,csv_export,Archive,False,0,web
http://gizmodo.com/5541957/display-myths-shattered-how-monitor-companies-cook-their-specs?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+gizmodo%2Ffull+%28Gizmodo%29,Display Myths Shattered: How Monitor Companies Cook Their Specs - Display myths - Gizmodo,csv,from_csv,csv_export,Archive,False,0,web
http://gizmodo.com/5905918/a-billion-details-and-no-precedentan-inside-look-at-the-tsas-scrambling-start,A Billion Details and No Precedent&mdash;An Inside Look at the TSA's Scrambling Start,csv,from_csv,csv_export,Archive,False,0,web
http://gizmodo.com/loudness-sounds-better-it-s-also-ruining-music-1694020336?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed: gizmodo/full (Gizmodo),LOUDNESS SOUNDS BETTER. It’s Also Ruining Music.,csv,from_csv,csv_export,Archive,False,0,web
http://grantland.com/features/2014-mlb-trade-value-rankings-part-1/,"MLB Trade Value, Part 1",csv,from_csv,csv_export,Unread,False,45,web
http://grantland.com/features/2014-mlb-trade-value-rankings-part-2/,"MLB Trade Value, Part 2",csv,from_csv,csv_export,Unread,False,45,web
http://grantland.com/features/2014-national-sports-collectors-convention-part-2/,"A Visit to the 2014 National Sports Collectors Convention, Part 2",csv,from_csv,csv_export,Unread,False,87,web
http://grantland.com/features/2014-national-sports-collectors-convention-part-3/,"A Visit to the 2014 National Sports Collectors Convention, Part 3",csv,from_csv,csv_export,Unread,False,87,web
http://grantland.com/features/2014-national-sports-collectors-convention-part-4/,"A Visit to the 2014 National Sports Collectors Convention, Part 4",csv,from_csv,csv_export,Unread,False,87,web
http://grantland.com/features/2014-national-sports-collectors-convention-part-5/,"A Visit to the 2014 National Sports Collectors Convention, Part 5",csv,from_csv,csv_export,Unread,False,87,web
http://grantland.com/features/2014-national-sports-collectors-convention-part-6/,"A Visit to the 2014 National Sports Collectors Convention, Part 6",csv,from_csv,csv_export,Unread,False,87,web
http://grantland.com/features/2014-national-sports-collectors-convention/,A Visit to the 2014 National Sports Collectors Convention,csv,from_csv,csv_export,Unread,False,79,web
http://grantland.com/features/2014-nfl-trade-value-part-1-50-assets/,"NFL Trade Value, Part 1",csv,from_csv,csv_export,Unread,False,45,web
http://grantland.com/features/2015-nba-trade-value-part-1/,"2015 NBA Trade Value, Part 1",csv,from_csv,csv_export,Unread,False,50,web
http://grantland.com/features/2015-nba-trade-value-part-2-the-temple-of-doom/,"2015 NBA Trade Value, Part 2 The Temple of Doom",csv,from_csv,csv_export,Unread,False,70,web
http://grantland.com/features/2015-nba-trade-value-part-3-the-final-countdown/,"2015 NBA Trade Value, Part 3 The Final Countdown",csv,from_csv,csv_export,Unread,False,71,web
http://grantland.com/features/aaron-rodgers-mike-mccarthy-green-bay-packers-new-age-west-coast-offense/,Creating the New Joe Cool,csv,from_csv,csv_export,Unread,False,47,web
http://grantland.com/features/andrew-luck-2014-nfl-season-indianapolis-colts-close-games/,Running Out of Luck,csv,from_csv,csv_export,Unread,False,41,web
http://grantland.com/features/andrew-luck-indianapolis-colts-chuck-pagano-ryan-grigson-avoiding-injury/,Indy’s Iron Man,csv,from_csv,csv_export,Unread,False,37,web
http://grantland.com/features/andrew-luck-indianapolis-colts-running-game/,Unleash the Franchise,csv,from_csv,csv_export,Unread,False,43,web
http://grantland.com/features/andy-dalton-cincinnati-bengals-pressure/,A Bengal Under Pressure,csv,from_csv,csv_export,Unread,False,45,web
http://grantland.com/features/atlanta-falcons-matt-ryan-2014-nfl-preview/,Figuring Out the Falcons,csv,from_csv,csv_export,Unread,False,46,web
http://grantland.com/features/best-pitchers-mlb-history-part-1/,"The Pitching Championship Belt, Part 1",csv,from_csv,csv_export,Unread,False,60,web
http://grantland.com/features/best-pitchers-mlb-history-part-2/,"The Pitching Championship Belt, Part 2",csv,from_csv,csv_export,Unread,False,60,web
http://grantland.com/features/best-sports-movie-villain-of-all-time/,The Battle for the Best Sports Movie Villain of All Time,csv,from_csv,csv_export,Unread,False,78,web
http://grantland.com/features/best-units-nfl-history/,The Showstoppers,csv,from_csv,csv_export,Unread,False,38,web
http://grantland.com/features/bill-simmons-breaks-down-the-2014-worst-nba-contracts/,The Worst Contracts in the NBA,csv,from_csv,csv_export,Archive,False,64,web
http://grantland.com/features/bill-simmons-romantic-comedy-or-sports-movie/,Sports Movie or Not a Sports Movie,csv,from_csv,csv_export,Unread,False,57,web
http://grantland.com/features/carmelo-anthony-new-york-knicks-legacy/,No Escape From New York,csv,from_csv,csv_export,Unread,False,45,web
http://grantland.com/features/fastest-teams-nfl/,Need for Speed,csv,from_csv,csv_export,Unread,False,36,web
http://grantland.com/features/fixing-the-nba-playoffs/,Fixing the NBA Playoffs,csv,from_csv,csv_export,Archive,False,64,web
http://grantland.com/features/god-loves-cleveland/,God Loves Cleveland,csv,from_csv,csv_export,Unread,False,41,web
http://grantland.com/features/green-bay-packers-offensive-line-aaron-rodgers/,The Men Who Protect the Man,csv,from_csv,csv_export,Unread,False,49,web
http://grantland.com/features/houston-texans-preview/,Don’t Dismiss Texas,csv,from_csv,csv_export,Unread,False,41,web
http://grantland.com/features/it-factor-nfl-quarterback-intangibles/,The It Factor,csv,from_csv,csv_export,Unread,False,35,web
http://grantland.com/features/kevin-love-lebron-james-trade-minnesota-timberwolves/,"Kevin Love Overrated, Underrated, or Properly Rated",csv,from_csv,csv_export,Unread,False,75,web
http://grantland.com/features/nba-draft-crapshoot-repick-1995/,The Ultimate Crapshoot,csv,from_csv,csv_export,Unread,False,43,web
http://grantland.com/features/nfl-trade-value-assets-part-2/,"NFL Trade Value, Part 2",csv,from_csv,csv_export,Unread,False,45,web
http://grantland.com/features/predicting-nfl-unpredictable-carson-palmer-philip-rivers-eli-manning/,Predicting the NFL’s Unpredictable,csv,from_csv,csv_export,Unread,False,56,web
http://grantland.com/features/re-caging-the-panthers/,Re-caging the Panthers,csv,from_csv,csv_export,Unread,False,44,web
http://grantland.com/features/sam-bradford-st-louis-rams/,Deep Thoughts,csv,from_csv,csv_export,Unread,False,35,web
http://grantland.com/features/sports-guys-vault-draft-diary-2008-2/,Sports Guy’s Vault Draft Diary 2008,csv,from_csv,csv_export,Unread,False,58,web
http://grantland.com/features/summer-tv-winners-and-losers-john-oliver-halle-berry/,Summer TV Winners and Losers,csv,from_csv,csv_export,Unread,False,49,web
http://grantland.com/features/the-2013-nfl-redraft/,The 2013 NFL Redraft,csv,from_csv,csv_export,Unread,False,42,web
http://grantland.com/features/the-2014-all-bad-nfl-contracts-team/,The All–Bad Contracts Team,csv,from_csv,csv_export,Unread,False,48,web
http://grantland.com/features/the-commissioner-bob-ryan-nba-career-boston-celtics-boston-globe-larry-bird-new-book-scribe/,The Commissioner,csv,from_csv,csv_export,Unread,False,38,web
http://grantland.com/features/the-question-of-ryan-tannehill/,The Question of Ryan Tannehill,csv,from_csv,csv_export,Unread,False,52,web
http://grantland.com/features/value-nfl-preseason/,The Sound and Fury of the NFL Preseason,csv,from_csv,csv_export,Unread,False,61,web
http://grantland.com/features/who-won-2014/,Who Won 2014,csv,from_csv,csv_export,Unread,False,57,web
http://grantland.com/hollywood-prospectus/b-s-report-jon-hamm/,B.S. Report: Jon Hamm,csv,from_csv,csv_export,Archive,False,64,web
http://grantland.com/the-triangle/b-s-report-cousin-sal-34/,B.S. Report: Cousin Sal,csv,from_csv,csv_export,Archive,False,64,web
http://grantland.com/the-triangle/heat-check-is-pat-rileys-rebuilt-squad-the-most-intriguing-team-in-the-nba/,Heat Check Is Pat Riley’s Rebuilt Squad the Most Intriguing Team in the NBA Grantland » Contributors » Zach Lowe,csv,from_csv,csv_export,Feedly,False,91,web
http://grantland.com/the-triangle/nba-bag-figuring-out-the-ever-changing-pick-swapping-2014-draft/,"NBA Bag: Figuring Out the Ever-Changing, Pick-Swapping 2014 Draft",csv,from_csv,csv_export,Archive,False,64,web
http://harpers.org/archive/2007/02/0081387,"The ecstasy of influence: A plagiarism, By Jonathan Lethem (Harper's Magazine)",csv,from_csv,csv_export,Starred,False,0,web
http://harvardmagazine.com/2011/05/worlds-best-blogger?page=all,"Profile of Andrew Sullivan, blogger supreme | Harvard Magazine May-Jun 2011",csv,from_csv,csv_export,Archive,False,76,web
http://hbr.org/2010/07/column-powerlessness-corrupts/ar/pr,Column: Powerlessness Corrupts - Harvard Business Review,csv,from_csv,csv_export,Archive,False,0,web
http://hbr.org/2010/07/how-will-you-measure-your-life/ar/pr,How Will You Measure Your Life? - Harvard Business Review,csv,from_csv,csv_export,Archive,False,0,web
http://hbr.org/2011/04/how-i-did-it-blockbusters-former-ceo-on-sparring-with-an-activist-shareholder/ar/pr,How I Did It: Blockbuster's Former CEO on Sparring with an Activist Shareholder - Harvard Business Review,csv,from_csv,csv_export,Archive,False,0,web
http://hbr.org/2012/12/surviving-disruption/ar/pr,"Surviving Disruption - Harvard Business Review
  ",csv,from_csv,csv_export,Archive,False,0,web
http://icanhasinternets.com/2010/05/25-horribly-sexist-vintage-ads/,25 Horribly Sexist Vintage Ads | I Can Has Internets,csv,from_csv,csv_export,Archive,False,0,web
http://insider.espn.go.com/espn/print?id=5224889&type=BlogEntry&imagesPrint=off,ESPN.com - Your ultimate World Cup betting guide,csv,from_csv,csv_export,Archive,False,0,web
http://insider.espn.go.com/nfl/story/_/id/12196024/why-chicago-bears-keep-jay-cutler-nfl,Hornsby: Why the Bears should keep Cutler,csv,from_csv,csv_export,Archive,False,0,web
http://insider.espn.go.com/nfl/story/_/id/7100024/nfl-jay-cutler-debate-great,NFL - The Jay Cutler debate - Can he be great? - ESPN,csv,from_csv,csv_export,Archive,False,0,web
http://inthesetimes.com/features/jeff_flake_rick_perlstein_republicans_trump_resistance.html,The Elephants in the Resistance: Don’t Trust the Anti-Trump Republicans,csv,from_csv,csv_export,Unread,False,0,web
http://jacobinmag.com/2017/06/trumpcare-obamacare-repeal-ahca-single-payer,A Plan to Win Universal Health Care,csv,from_csv,csv_export,Unread,False,0,web
http://jalopnik.com/teslas-potential-body-shop-backlog-nightmare-1793269803,Tesla's Potential Body Shop Backlog Nightmare,csv,from_csv,csv_export,Archive,False,0,web
http://jama.jamanetwork.com/article.aspx?articleid=1871695,Increasing Adiposity: Consequence or Cause of Overeating?,csv,from_csv,csv_export,Archive,False,0,web
http://jezebel.com/5981581/how-to-talk-to-a-woman-without-being-a-creep,How to Talk to a Woman Without Being a Creep,csv,from_csv,csv_export,Archive,False,0,web
http://jezebel.com/60-minutes-at-a-shark-tank-open-casting-1697524741,60 Minutes at a Shark Tank Open Casting,csv,from_csv,csv_export,Archive,False,0,web
http://kiplinger.com/printstory.php?pid=20240,Do Americans Hate Muslims? - Print Version - Kiplinger,csv,from_csv,csv_export,Archive,False,0,web
http://knowmore.washingtonpost.com/2013/11/12/most-poor-kids-in-america-never-make-it-to-the-middle-class/,Most poor kids in America never make it to the middle class,csv,from_csv,csv_export,Archive,False,0,web
http://kottke.org/14/06/20-outdoor-survival-tips,20 outdoor survival tips,csv,from_csv,csv_export,Archive,False,33,web
http://kottke.org/14/07/vermeer-and-authenticity,Vermeer and authenticity kottke.org,csv,from_csv,csv_export,Feedly,False,0,web
http://kottke.org/14/07/why-dont-okcupids-experiments-bother-us,Why don't OKCupid's experiments bother us like Facebook's did kottke.org,csv,from_csv,csv_export,Feedly,False,0,web
